ON,FID,COV,MMS,Density,APD
trainVSnoise,8.000000508676521,1.0,8.360998725891113,1.08,27.894474
trainVSgen,577.4189071655273,0.6857142857142857,11.595628452301025,0.3085714285714286,7.0041356
