ON,FID,COV,MMS,Density,APD
trainVSnoise,-0.24999682807765566,1.0,7.5532912867409845,1.0979591836734695,48.2216682434082
ASCVAE,881.2929763793945,0.7142857142857143,9.56732898342366,0.3306122448979592,13.464105606079102
ACVAE,475.8048095703125,0.7755102040816326,8.620552447377419,0.5183673469387755,4.702969551086426
