ON,FID,COV,MMS,Density,APD
trainVSnoise,-0.02532710517965578,1.0,44.61724305152893,1.1020408163265307,0.0
ASCVAE,16803.072573422563,0.6938775510204082,59.74193582729418,0.6285714285714286,157.1942
ACVAE,12561.520967544064,0.5306122448979592,66.93108402952856,0.4489795918367347,213.61583
