ON,FID,COV,MMS,Density,APD
trainVSnoise,-0.022386304845627092,1.0,41.97665508815221,1.0514285714285714,128.82324
trainVSgen,8727.96393468717,0.5428571428571428,84.81368735177176,0.4114285714285714,103.94117
