ON,FID,COV,MMS,Density,APD
trainVSnoise,1.5000014819087255,1.0,4.248098614264507,1.1224489795918369,29.556095123291016
ASCVAE,443.0955810546875,0.6938775510204082,4.227966671087304,0.40816326530612246,12.158966064453125
ACVAE,792.616943359375,0.7142857142857143,4.7523095583429145,0.47755102040816333,9.141814231872559
