ON,FID,COV,MMS,Density,APD
trainVSnoise,-16777215.999976989,1.0,8.948848245104356,1.1551020408163266,11.990441
ASCVAE,4609.578125,0.6530612244897959,10.344316433887093,0.5591836734693878,4.92945
ACVAE,5167.165634825826,0.5918367346938775,10.18980089499026,0.3673469387755102,65.43805
