ON,FID,COV,MMS,Density,APD
trainVSnoise,-0.00022688129436687632,1.0,1.5720864564788586,1.1142857142857143,30.706092834472656
ASCVAE,103.38680291175842,0.6530612244897959,1.6962096824937938,0.3510204081632653,10.096195220947266
ACVAE,145.62564592249691,0.6326530612244898,1.510373121317552,0.3755102040816327,9.20812702178955
